time,queue_density,dynamic_density
41.4,0.668143,0.10802
41.4667,0.674878,0.118007
41.5333,0.678205,0.123681
41.6,0.678022,0.11117
41.6667,0.681993,0.116327
41.7333,0.688295,0.132734
41.8,0.685766,0.120359
41.8667,0.689403,0.126521
41.9333,0.694964,0.136686
42,0.692421,0.119096
42.0667,0.69435,0.122635
42.1333,0.69886,0.132931
42.2,0.69228,0.0885114
42.2667,0.692674,0.0885818
42.3333,0.69679,0.112878
42.4,0.694833,0.0846349
42.4667,0.695804,0.0863572
42.5333,0.69472,0.0873193
42.6,0.694364,0.0767646
42.6667,0.694218,0.0775953
42.7333,0.693411,0.0777408
42.8,0.691773,0.0747466
42.8667,0.69472,0.0758119
42.9333,0.695485,0.0809227
43,0.690877,0.0753379
43.0667,0.694462,0.0772949
43.1333,0.697391,0.0838136
43.2,0.700038,0.0787028
43.2667,0.702107,0.0816078
43.3333,0.705017,0.084189
43.4,0.707176,0.082354
43.4667,0.710681,0.087493
43.5333,0.712559,0.090825
43.6,0.71445,0.0875962
43.6667,0.715773,0.0907828
43.7333,0.717299,0.0942087
43.8,0.719673,0.0936737
43.8667,0.721414,0.0981979
43.9333,0.722991,0.0981744
44,0.724113,0.0930261
44.0667,0.726042,0.0982354
44.1333,0.726765,0.101755
44.2,0.72974,0.0975831
44.2667,0.732077,0.101558
44.3333,0.734541,0.107889
44.4,0.735466,0.104735
44.4667,0.737291,0.108157
44.5333,0.73776,0.10788
44.6,0.739319,0.102117
44.6667,0.734119,0.105547
44.7333,0.735672,0.109771
44.8,0.739253,0.107227
44.8667,0.74067,0.107866
44.9333,0.741473,0.11536
45,0.743805,0.114689
45.0667,0.745617,0.118228
45.1333,0.747555,0.121128
45.2,0.748606,0.11605
45.2667,0.749573,0.120002
45.3333,0.751718,0.125695
45.4,0.751187,0.105101
45.4667,0.751032,0.105894
45.5333,0.754294,0.124991
45.6,0.755458,0.120725
45.6667,0.756392,0.119903
45.7333,0.757415,0.125366
45.8,0.758218,0.121804
45.8667,0.759513,0.123353
45.9333,0.758931,0.130636
46,0.757974,0.118833
46.0667,0.757622,0.118955
46.1333,0.759898,0.129862
46.2,0.760691,0.125803
46.2667,0.760761,0.125056
46.3333,0.740773,0.0919936
46.4,0.732866,0
46.4667,0.734457,0
46.5333,0.752332,0.106885
46.6,0.742913,0.0362634
46.6667,0.745584,0.0392622
46.7333,0.758593,0.114595
46.8,0.740328,9.38615e-06
46.8667,0.741426,0
46.9333,0.741576,0.000877605
47,0.748221,0.0495307
47.0667,0.74946,0.0494368
47.1333,0.764957,0.125788
47.2,0.749967,0.0636662
47.2667,0.750859,0.0636521
47.3333,0.759123,0.102825
47.4,0.746682,0.0020321
47.4667,0.747785,0.00234184
47.5333,0.752027,0.0532711
47.6,0.750291,0.00425192
47.6667,0.751,0.00602121
47.7333,0.754501,0.0670828
47.8,0.753201,0.0391825
47.8667,0.753623,0.0384644
47.9333,0.754444,0.0652478
48,0.732237,0.000469307
48.0667,0.735916,7.97822e-05
48.1333,0.740576,0.0523465
48.2,0.73999,0.0370377
48.2667,0.738234,0.024052
48.3333,0.738375,0.00635911
48.4,0.73883,0.000103248
48.4667,0.739844,7.50892e-05
48.5333,0.740675,0.00526093
48.6,0.740356,0.000877605
48.6667,0.740553,9.38615e-05
48.7333,0.740947,0.00100901
48.8,0.740863,2.34654e-05
48.8667,0.740379,0.00103717
48.9333,0.739516,0.00163788
49,0.739168,0.00129529
49.0667,0.739173,0.00115919
49.1333,0.738591,0
49.2,0.738633,0
49.2667,0.738924,9.38615e-06
49.3333,0.738901,3.28515e-05
49.4,0.740215,0.000502159
49.4667,0.739821,0.000328515
49.5333,0.739422,0.00323822
49.6,0.739272,0.000262812
49.6667,0.725882,3.28515e-05
49.7333,0.726934,0
49.8,0.728238,0.00104186
49.8667,0.727816,0.00239816
49.9333,0.728219,0.00227614
50,0.728393,5.16238e-05
50.0667,0.727736,0.000103248
50.1333,0.72821,3.28515e-05
50.2,0.727994,4.69307e-06
50.2667,0.728454,4.69307e-06
50.3333,0.729261,1.87723e-05
50.4,0.729632,6.5703e-05
50.4667,0.729801,0.000863525
50.5333,0.729768,0.000145485
50.6,0.730467,0.000107941
50.6667,0.730726,7.50892e-05
50.7333,0.731425,0.000145485
50.8,0.730528,0.000178337
50.8667,0.73004,3.28515e-05
50.9333,0.729257,3.28515e-05
51,0.729304,6.5703e-05
51.0667,0.727248,0.000253426
51.1333,0.727487,0.000323822
51.2,0.726713,0.000375446
51.2667,0.726596,0.000295664
51.3333,0.70727,0
51.4,0.708105,0
51.4667,0.71063,0
51.5333,0.711526,1.40792e-05
51.6,0.712667,0.000882298
51.6667,0.713239,0.000858832
51.7333,0.712958,7.97822e-05
